featureid	Description	Intercept	up_in_il
k99_4667975_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.536307824	-0.55935864
G000014525	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei	-3.618055808	-0.559720082
k99_5531277_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter bartlettii	0.109178317	-0.560147269
G000194985	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister micraerophilus	-0.527750957	-0.561013145
k99_3293373_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.130338919	-0.561051173
k99_10513418_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.41411711	-0.561406834
G000435075	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. CAG:770	-1.783340919	-0.561723215
k99_5146105_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides eggerthii CAG:109	0.5254264	-0.564437194
G001028545	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;s__Treponema endosymbiont of Eucomonympha sp.	-2.355648506	-0.564699037
k99_6851578_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.15289427	-0.56477247
k99_1052632_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	-0.254804599	-0.565404994
k99_5659594_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__uncultured Clostridium sp.	0.757359278	-0.565667314
G000436055	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. CAG:714	-0.540544975	-0.56643693
k99_4058746_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. AT5	0.360372555	-0.567765159
G000336255	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Erwinia;s__Erwinia toletana	-2.694050777	-0.568674011
k99_4272839_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__; f__; g__; s__Bacteroidia bacterium UC5.1-2G11	0.822136176	-0.569230659
k99_6316540_1	unknown	0.298761618	-0.569348676
k99_4492022_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.312758219	-0.569871945
k99_1549636_3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides sp. CAG:409	0.216791642	-0.569984956
k99_1474065_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Butyricicoccus; s__uncultured Butyricicoccus sp.	0.412572396	-0.569986327
G001553605	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	-3.162228095	-0.570015056
k99_3229360_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.291586888	-0.570309443
k99_518669_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia hominis	-0.016490447	-0.571564181
k99_1726479_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. Marseille-P2398	0.22571255	-0.571635885
k99_3180633_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Paraclostridium; s__Paraclostridium bifermentans	-0.223693359	-0.571985407
G000432435	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium sp. CAG:180	4.830540669	-0.573311789
k99_1053952_2	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Succiniclasticum; s__Succiniclasticum ruminis	0.156883252	-0.574281795
G000372425	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus ferus	-5.14994477	-0.576274915
k99_1083105_4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. AT5	0.398897421	-0.576399131
k99_5399788_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides cellulosilyticus	0.76884104	-0.576906843
MTB_feature_717	#N/A	2.172783268	-0.577761335
k99_3377285_7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus lactaris	0.24945761	-0.579269571
G000312145	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	1.749886406	-0.579273386
MTB_feature_303	#N/A	2.597401035	-0.579447372
k99_3345492_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] clostridioforme	0.72916795	-0.582129044
k99_1635468_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-1D4	1.034847272	-0.582278533
k99_302019_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis	0.61434294	-0.582618875
G001047695	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc mesenteroides;t__Leuconostoc mesenteroides subsp. dextranicum	-4.636547553	-0.582917912
k99_4093070_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.309426081	-0.583433432
k99_8683679_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira pectinoschiza	-0.016072738	-0.584570153
G000325285	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-3.624570835	-0.585212154
k99_1842823_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.247660172	-0.585355623
k99_1214175_7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.406974328	-0.585520608
k99_4033044_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] symbiosum	0.445837271	-0.586229546
G001941065	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp. Zagget8	-0.28851198	-0.586853666
k99_8576295_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	-0.024870861	-0.587164862
k99_10251902_2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter hormaechei	0.357200396	-0.587194903
G000026345	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	5.784062159	-0.587330026
k99_5809077_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium sp. CAG:192	0.42872287	-0.588050945
k99_7846881_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-2E3	0.410033	-0.588132305
G000158075	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] asparagiforme	1.866781366	-0.588754995
k99_9861374_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus sp. JC304	0.21259023	-0.588902993
k99_1062973_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] gnavus	0.419340622	-0.589405877
k99_7276523_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__; f__; g__; s__Bacteroidia bacterium UC5.1-2G11	0.862454903	-0.590230508
ASV_Feature_122	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum	2.018727315	-0.590935392
k99_3701346_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.383544934	-0.591641469
k99_3919248_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides thetaiotaomicron	0.754693997	-0.591875238
G900143645	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerocolumna;s__Anaerocolumna xylanovorans	-3.548957336	-0.594129546
MTB_feature_492	unclassified	1.79668082	-0.594376547
ASV_Feature_368	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	-0.396132696	-0.595581515
k99_3947951_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Subdoligranulum; s__Subdoligranulum sp. 60_17	0.318286669	-0.596199019
k99_2676725_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter bartlettii	0.244836342	-0.596336169
k99_217566_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.500652325	-0.59639941
k99_7105107_3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella sp. CAG:1320	0.689184678	-0.596763773
G001888055	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Rappaport;s__Rappaport israeli	-2.30871104	-0.597064895
G000309585	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus casei	-3.838902461	-0.597210212
k99_4641988_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.24063946	-0.597299261
k99_1697458_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter bartlettii	0.256095421	-0.598367734
G000979675	k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	-2.826821315	-0.599161072
G001896655	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Proteiniphilum;s__Proteiniphilum sp. EBM-41	-3.545026767	-0.599568946
k99_3256479_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides vulgatus	0.690049899	-0.599956019
k99_1332589_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:58	0.304639113	-0.600177331
MTB_feature_2051	#N/A	0.167734397	-0.600609286
G001916135	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. 44_14	-1.855687606	-0.601497812
G000323825	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-3.616803157	-0.602737708
G000400505	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Dickeya;s__Dickeya paradisiaca	-2.906776416	-0.602783782
k99_2821314_6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] symbiosum	1.166668904	-0.603959961
G000324005	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-3.890776145	-0.604323907
G000309565	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus casei	-3.88158797	-0.6046295
k99_1056369_3	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__Coprobacillus sp. 8_2_54BFAA	0.149074566	-0.604791922
k99_8424159_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.206507933	-0.605354888
k99_663317_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.439841521	-0.605663462
k99_10207998_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.174493086	-0.607576234
G000614025	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella aurantiaca	-1.583374488	-0.608639045
k99_901709_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides sp. CAG:98	0.627856267	-0.609526856
G000196855	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc gelidum;t__Leuconostoc gelidum subsp. gasicomitatum	-4.722619522	-0.611235423
G000323645	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-4.274957168	-0.611453397
G000410475	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei;t__Lactobacillus paracasei subsp. paracasei	-3.785822856	-0.611763282
MTB_feature_68	#N/A	1.666813266	-0.613069815
G000436895	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella clara CAG:116	1.38362242	-0.61311136
k99_2790920_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.552603734	-0.615544541
k99_2204593_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides caccae	0.99541117	-0.616292341
k99_7588936_3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.717202914	-0.616822166
k99_2254314_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides eggerthii CAG:109	0.140231621	-0.617075665
k99_135913_2	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:227	0.06677295	-0.617446763
k99_1222450_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus sp. HPP0074	0.348557484	-0.617672129
G000325145	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-4.130351531	-0.617838664
k99_9422817_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides vulgatus	0.838534129	-0.618335707
MTB_feature_1507	unclassified	0.517396939	-0.618924959
k99_6076935_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.636549962	-0.621363981
MTB_feature_496	unclassified	2.35486747	-0.621607823
G000418515	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus casei	-3.825695503	-0.622698231
k99_2370542_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__Clostridiales bacterium 41_12_two_minus	0.99125768	-0.62305717
MTB_feature_290	Nicotinamides	1.542892468	-0.62427078
G000162875	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia exigua	-4.029142368	-0.624879522
k99_82815_4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella sp. CAG:255	0.154289258	-0.625231249
k99_1505340_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-1D4	0.548149836	-0.625335438
G000463155	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Siccibacter;s__Siccibacter turicensis	0.041924489	-0.625582976
k99_515254_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter bartlettii	0.295815718	-0.626294417
G000401215	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sartagoforme	-4.530270088	-0.626379592
G000320465	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-3.502431858	-0.627109809
MTB_feature_11	"Dihydroxy bile acids, alcohols and derivatives"	6.335519803	-0.627934022
k99_1039864_18	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides coprocola	0.699281466	-0.628557904
MTB_feature_1146	unclassified	1.127560866	-0.629370911
G900107885	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Lonsdalea;s__Lonsdalea quercina	-3.114413249	-0.630067868
k99_3417096_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured Ruminococcus sp.	0.376393092	-0.630136354
MTB_feature_223	unclassified	0.871049655	-0.630493386
k99_10145925_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.461173308	-0.630686684
k99_8106966_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus sp. 37_24	0.050094616	-0.631446762
k99_6313795_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia intestinalis	0.396430266	-0.632157547
k99_2740925_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__uncultured Clostridium sp.	0.304120314	-0.632316155
k99_7206131_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Sellimonas; s__Sellimonas intestinalis	0.129498494	-0.634671552
k99_6759233_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides caccae	0.748992217	-0.635465367
k99_7968679_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] torques	0.573041928	-0.635886295
k99_7609899_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.212210906	-0.636613531
MTB_feature_648	"Dihydroxy bile acids, alcohols and derivatives"	2.527009857	-0.637087328
k99_5267668_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.205834162	-0.637849493
G000022965	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis;t__Bifidobacterium animalis subsp. lactis	-1.971153247	-0.637983723
k99_2232289_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__Clostridiales bacterium VE202-27	-0.088391769	-0.638224346
k99_1037255_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__uncultured Clostridium sp.	0.473552954	-0.640607996
Q14315	Human	0.037563336	-0.640679998
k99_1264143_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.532820237	-0.640773816
G001915265	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella sp. 51_9	-0.439155328	-0.640952391
k99_1099650_4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__Clostridiales bacterium VE202-28	0.408221495	-0.640983088
G000498355	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. Ade.TY	-5.287927139	-0.641185505
k99_8908261_1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter kobei	0.374100697	-0.643290741
k99_4398983_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Terrisporobacter; s__Terrisporobacter glycolicus	0.098680508	-0.644174082
k99_5772252_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	0.025864136	-0.644202454
G000759695	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium kyorinense	-3.936506259	-0.64506547
G001404455	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia obeum	4.977864158	-0.645136578
MTB_feature_72	unclassified	1.29140569	-0.648679359
ASV_Feature_45	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	4.545960915	-0.649708791
k99_1976357_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides ovatus	0.325533164	-0.64996664
k99_1062943_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__uncultured Faecalibacterium sp.	0.242208016	-0.650226159
k99_4482651_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.484796536	-0.650684042
G000428705	k__Bacteria;p__Tenericutes;c__Mollicutes;o__Acholeplasmatales;f__Acholeplasmataceae;g__Acholeplasma;s__Acholeplasma axanthum	-4.706120002	-0.651083512
k99_2304915_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	0.693791163	-0.651232822
k99_2393807_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides merdae	0.857583535	-0.651667399
k99_2259343_4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. AT5	0.905722153	-0.652757509
k99_382323_1	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:170	0.04798342	-0.653925402
G000958505	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paracasei	-3.904066551	-0.654514952
G000430805	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chitinilyticum;s__Chitinilyticum aquatile	-1.71298598	-0.654676659
k99_516521_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. Marseille-P3087	0.296076071	-0.654784782
k99_4595281_4	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Leclercia; s__Leclercia adecarboxylata	0.11673547	-0.65511225
k99_4673905_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:43	0.168413413	-0.656978829
k99_1902128_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides fragilis	1.517949116	-0.657511158
k99_7476403_6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter bartlettii	0.191775572	-0.658083601
k99_5802485_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	-0.521047103	-0.65812592
k99_1951897_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	1.05495311	-0.658265455
ASV_Feature_330	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	2.724103105	-0.658500595
k99_10511816_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. 42_12	0.306562436	-0.658571882
k99_8890504_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides plebeius CAG:211	0.729757321	-0.660023911
